F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-ByteBuffer,F16-long[],F16-long,F16-Boolean,F16-ByteBuffer[][],F16-Token,F16-AbstractType,F16-Object,F16-NA,F16-void,F16-int,F16-boolean,F16-Double,F16-String,F16-Integer,F16-Pair,F16-Long,F16-MessageOut,F16-CommitLogSegment,F16-byte[][],F3-NA,F3-Class,F3-EncryptionOptions,F3-PrintStream,F3-SSTableReader,F3-byte[],F3-DecoratedKey,F3-boolean,F3-arg0.name().toByteBuffer(),F3-char,F3-String,F3-long,F3-InetAddress,F3-int,F3-ByteBuffer,F3-String[],F3-Thread,F3-BitSet,F3-ListenableFutureTask,F3-input,F7-^,F7-++,F7---,F7-%,F7-&,F7-*,F7-+,F7-^=,F7--,F7-/,F7--=,F7-+=,F7-NA,F7-*=,F12-long,F12-int,F12-FixedValueComparator,F12-List<ByteBuffer>,F12-NA,F12-Map<Pair MapType>,F12-TField,F12-Logger,F12-Map<AbstractType SetType>,F12-String,F12-OptionSimple,F12-double,F12-Pattern,F12-DistributionFactory,F12-List<AbstractType>,F12-TStruct,F12-List<ColumnInfo>,F12-UUID,F12-InetAddress,F12-Map<Class<? extends IScheme> SchemeFactory>,F17-abstract,F17-static,F17-final,F17-NA,F2-Class,F2-StringBuilder,F2-NA,F2-Random,F2-TreeSet<CellName>,F2-Integer,F2-ArrayList<String>,F2-SSLFactory,F2-InetAddress,F2-Math,F2-CqlLexer,F2-PrintStream,F2-String,F2-ByteBuffer,F2-Long,F2-System,F2-Cql_Lexer,F2-Boolean,F2-ThreadPoolExecutor,F2-File,F6-java.util.Random,F6-java.io.ByteArrayOutputStream,F6-NA,F6-org.apache.cassandra.db.BufferCell,F6-java.io.FileOutputStream,F6-org.apache.cassandra.cli.MismatchedSetException,F6-java.util.HashMap<java.lang.Class<? extends org.apache.cassandra.thrift.IScheme> org.apache.cassandra.thrift.SchemeFactory>,F6-java.io.PrintStream,F6-org.apache.cassandra.cli.RewriteRuleSubtreeStream,F6-java.io.DataInputStream,F6-org.apache.thrift.protocol.TStruct,F6-java.io.FileReader,F6-java.io.File,F6-java.lang.String,F6-java.lang.StringBuilder,F6-org.apache.cassandra.hadoop.pig.ResourceFieldSchema,F6-org.apache.cassandra.stress.settings.OptionSimple,F6-java.util.concurrent.CountDownLatch,F6-org.apache.thrift.protocol.TField,F6-org.apache.cassandra.db.marshal.DynamicCompositeType.FixedValueComparator,F13-private,F13-NA,F13-public,F13-protected,F18-private,F18-NA,F18-public,F14-static-final,F14-static,F14-final-final,F14-NA,F14-final,F1-size,F1-registerQuery,F1-NA,F1-add,F1-close,F1-compare,F1-pushFollow,F1-assertEquals,F1-write,F1-get,F1-getSSTables,F1-equals,F1-compareTo,F1-predict,F1-value,F1-getLogger,F1-match,F1-count,F1-max,F1-exit,F5-java.util.AbstractMap,F5-java.lang.Object,F5-NA,F5-java.io.OutputStreamWriter,F5-org.apache.cassandra.stress.settings.SettingsCommand$Options,F5-AbstractType,F5-OpDistributionFactory,F5-java.io.FilterOutputStream,F5-java.io.FilterInputStream,F5-java.io.InputStreamReader,F5-java.util.EventObject,F5-java.lang.Number,F5-java.lang.RuntimeException,F5-java.io.Reader,F5-java.lang.AbstractStringBuilder,F5-java.io.BufferedReader,F5-java.io.OutputStream,F9-id,F9-dataDir,F9-displayPrefix,F9-max,F9-tries,F9-options,F9-firstInsertedKey,F9-wrapped,F9-key_cache_size,F9-delta,F9-planId,F9-keyspaceName,F9-min,F9-identityDistributions,F9-dclocal_read_repair_chance,F9-NA,F9-truncate,F9-generate,F9-delegate,F9-batchsize,F10-NA,F19-NA,F19-abstract,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-CommonTree,F4-Integer,F4-String[],F4-boolean,F4-InputStream,F4-ByteBuffer,F4-long,F4-SSLContext,F4-List<ColumnDef>,F4-byte[],F4-File,F4-void,F4-Buffer,F4-StringBuilder,F4-int,F4-String,F4-Field,F4-long[],F4-byte,F8-DistributionBoundApache,F8-ColumnFamilyMetricNameFactory,F8-SettingsErrors,F8-NoSpamLogStatement,F8-StressSettings,F8-DistributionOffsetApache,F8-GeneratorConfig,F8-OptionSimple,F8-DistributionInverted,F8-SettingsTransport,F8-SamplerResult<S>,F8-DistributionQuantized,F8-NA,F8-SettingsPopulation,F8-StreamState,F8-SettingsInsert,F8-WriterThread,F8-SeedManager,F8-CfDef,F8-DataOutputStreamPlus,F11-SUPER_COLUMN_FIELD_DESC,F11-IRE_FIELD_DESC,F11-COMPRESSION_FIELD_DESC,F11-NA,F11-NAME_FIELD_DESC,F11-SUCCESS_FIELD_DESC,F11-KEY_FIELD_DESC,F11-schemes,F11-KEYSPACE_FIELD_DESC,F11-logger,F11-START_TOKEN_FIELD_DESC,F11-WHY_FIELD_DESC,F11-COLUMN_PARENT_FIELD_DESC,F11-STRUCT_DESC,F11-COLUMN_FAMILY_FIELD_DESC,F11-COLUMNS_FIELD_DESC,F11-instance,F11-QUERY_FIELD_DESC,F11-UE_FIELD_DESC,F11-ITEM_ID_FIELD_DESC,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-xedin@apache.org,F71-jmckenzie@apache.org,F71-snazy@snazy.de,F71-sylvain@datastax.com,F71-yukim@apache.org,F71-brandonwilliams@apache.org,F71-dbrosius@mebigfatguy.com,F71-johan@apache.org,F71-benedict@apache.org,F71-jakers@gmail.com,F71-marcuse@apache.org,F71-jbellis@apache.org,F71-gdusbabek@apache.org,F71-vijay2win@gmail.com,F71-dbrosius@apache.org,F71-aleksey@apache.org,F71-jake@apache.org,F71-eevans@apache.org,F71-tyler@datastax.com,F71-slebresne@apache.org,F74,F73,F84,F146,category
5999,org/apache/cassandra,org/apache/cassandra/Util.java,834,true,2,38,511,6,0,93,1,44,0.5442708333333334,300,31,0.10333333333333333,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,STYLE,0.03902439024390244,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,18,2,1,8.722421754746024E-4,5.13083632632119E-5,5.13083632632119E-5,-1.0,0.038461538461538464,0.001275249948990002,0.048551959114139696,0.05441126630225609,-0.9230769230769231,0.004878048780487805,0.018386491557223265,0.05441126630225609,-1.0,-1.0,91,10603,2003,12335,95,0.08529352506409549,9,86,9,190,0.007632146417612876,242,132,7,381,35,110,36,0.03048325516709981,71,1649,0,599,265,1,2513,1050,0.11437850028339801,213,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1944,13775,38,1773,open
12664,org/apache/cassandra/auth,org/apache/cassandra/auth/AllowAllAuthenticator.java,2081,true,2,10,1267,3,4,194,1,69,1.1168831168831168,48,17,0.3541666666666667,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,BAD_PRACTICE,0.0075046904315197,NM_CONFUSING,19,3,0,5.13083632632119E-4,1.026167265264238E-4,2.565418163160595E-5,-0.5,0.15,0.0045535714285714285,0.2508591065292096,0.27823451313599906,-0.7,0.00900562851782364,0.051407129455909945,0.27823451313599906,-1.0,-1.0,17,10932,2081,12664,10,0.0,0,10,0,20,0.006961144495261334,31,34,18,83,0,-3,0,0.09393314710229402,0,2882,0,795,131,0,3808,2087,0.08983340356775714,1368,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,3094,13775,15,1746,open
12664,org/apache/cassandra/auth,org/apache/cassandra/auth/AllowAllAuthenticator.java,2081,true,0,10,1267,3,0,194,1,69,0.8441558441558441,48,17,0.3541666666666667,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,STYLE,0.002626641651031895,PZLA_PREFER_ZERO_LENGTH_ARRAYS,20,3,1,5.13083632632119E-4,1.026167265264238E-4,5.13083632632119E-5,-1.0,0.0,0.0,0.048551959114139696,0.05441126630225609,-0.8571428571428571,0.004878048780487805,0.018386491557223265,0.05441126630225609,-1.0,-1.0,2,5171,1036,6903,10,0.0,0,10,0,20,0.006961144495261334,31,34,18,83,0,-3,0,0.09393314710229402,0,2882,0,795,131,0,3808,2087,0.08983340356775714,1368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3094,13775,15,1746,open
3094,org/apache/cassandra/auth,org/apache/cassandra/auth/Auth.java,259,true,2,13,1267,3,0,194,1,69,0.7322033898305085,202,63,0.3118811881188119,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,STYLE,0.022889305816135085,REC_CATCH_EXCEPTION,20,3,1,5.13083632632119E-4,5.13083632632119E-5,5.13083632632119E-5,-1.0,0.09836065573770492,0.003058132315191504,0.048551959114139696,0.05441126630225609,-0.7868852459016393,0.004878048780487805,0.018386491557223265,0.05441126630225609,-1.0,-1.0,29,4884,959,6616,10,0.0,0,10,0,20,0.006961144495261334,182,115,30,327,0,67,0,0.16103005051001712,0,2882,0,795,131,0,3808,2087,0.08983340356775714,1125,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2856,13775,15,1746,open
3003,org/apache/cassandra/auth,org/apache/cassandra/auth/DataResource.java,237,true,4,19,1267,3,8,194,2,69,4.393145161290323,153,65,0.42483660130718953,0.75,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,BAD_PRACTICE,0.0075046904315197,NM_CONFUSING,19,3,0,5.13083632632119E-4,5.13083632632119E-5,2.565418163160595E-5,-0.5,0.15,0.0045535714285714285,0.2508591065292096,0.27823451313599906,-0.7,0.00900562851782364,0.051407129455909945,0.27823451313599906,-1.0,-1.0,8,5171,1036,6903,10,0.0,0,10,0,20,0.006961144495261334,239,31,0,270,0,208,0,0.06859127613960961,0,2882,0,795,131,0,3808,2087,0.08983340356775714,934,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2664,13775,15,1746,open
6607,org/apache/cassandra/auth,org/apache/cassandra/auth/PasswordAuthenticator.java,958,true,0,18,1267,5,0,194,1,69,0.8303571428571429,249,45,0.18072289156626506,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,STYLE,0.002626641651031895,PZLA_PREFER_ZERO_LENGTH_ARRAYS,20,3,1,5.13083632632119E-4,5.13083632632119E-5,5.13083632632119E-5,-1.0,0.0,0.0,0.048551959114139696,0.05441126630225609,-0.8571428571428571,0.004878048780487805,0.018386491557223265,0.05441126630225609,-1.0,-1.0,20,4334,853,6066,10,0.022222222222222223,0,10,0,20,0.006961144495261334,324,143,31,498,2,181,2,0.09253152189416626,4,2882,0,795,131,0,3808,2087,0.08983340356775714,15,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1746,13775,15,1746,open
1874,org/apache/cassandra/batchlog,org/apache/cassandra/batchlog/BatchlogManager.java,29,true,0,2,224,4,0,16,1,13,1.3384615384615384,50,2,0.04,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,BAD_PRACTICE,0.0075046904315197,NM_CONFUSING,19,3,0,1.026167265264238E-4,1.026167265264238E-4,2.565418163160595E-5,-0.5,0.15,0.0045535714285714285,0.2508591065292096,0.27823451313599906,-0.7,0.00900562851782364,0.051407129455909945,0.27823451313599906,-1.0,-1.0,0,142,29,1874,1050,0.5280487804878049,0,7,1043,1057,0.13844806806750592,433,0,0,433,0,433,433,0.5280487804878049,433,1050,0,7,0,433,1057,1043,0.13844806806750592,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1874,13775,58,1793,open
1746,org/apache/cassandra/cache,org/apache/cassandra/cache/AutoSavingCache.java,8,true,0,8,765,8,0,136,1,48,0.8850855745721271,315,38,0.12063492063492064,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,BAD_PRACTICE,0.014634146341463415,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,16,2,1,7.183170856849666E-4,5.13083632632119E-5,5.13083632632119E-5,-1.0,0.1794871794871795,0.0052596975673898745,0.2508591065292096,0.27823451313599906,-0.6153846153846154,0.00900562851782364,0.051407129455909945,0.27823451313599906,-1.0,-1.0,56,6772,1378,8504,230,0.3116919519020444,24,424,-194,678,0.06222714969257415,521,343,77,941,102,178,152,0.16574477509086297,268,1591,14,989,121,50,2701,602,0.09136108335685444,15,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,1,1,0,0,0,1746,13775,15,1746,open
4033,org/apache/cassandra/cache,org/apache/cassandra/cache/CacheProviderTest.java,467,true,0,6,765,3,8,136,1,48,0.94,108,22,0.2037037037037037,1.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,PERFORMANCE,0.01651031894934334,SIC_INNER_SHOULD_BE_STATIC,18,2,0,7.183170856849666E-4,5.13083632632119E-5,0.0,0.0,0.13636363636363635,0.007851239669421488,0.2054794520547945,0.06539431999307466,-0.7045454545454546,0.008630393996247656,0.03677298311444653,0.06539431999307466,-1.0,-1.0,33,8491,1639,10223,230,0.004407703037363467,24,424,-194,678,0.06222714969257415,106,60,6,172,13,46,13,0.021114080801327494,26,1591,0,989,121,0,2701,602,0.09136108335685444,56,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1785,13775,15,1746,open
4626,org/apache/cassandra/cache,org/apache/cassandra/cache/CachingOptions.java,567,true,8,12,765,5,0,136,3,48,0.18229166666666666,227,21,0.09251101321585903,1.0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,I18N,0.03151969981238274,DM_CONVERT_CASE,20,3,2,7.183170856849666E-4,2.052334530528476E-4,1.026167265264238E-4,-1.0,0.07142857142857142,0.03316326530612245,0.09090909090909091,9.026974593019176E-5,-0.8571428571428571,0.001125703564727955,0.005628517823639775,9.026974593019176E-5,-1.0,-1.0,5,2894,567,4626,230,0.7392638036809815,24,424,-194,678,0.06222714969257415,6,248,0,254,241,-242,0,0.3721134052137048,241,1591,0,989,121,-241,2701,602,0.09136108335685444,342,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2073,13775,15,1746,open
4626,org/apache/cassandra/cache,org/apache/cassandra/cache/CachingOptions.java,567,true,3,12,765,5,8,136,1,48,0.46875,227,21,0.09251101321585903,0.6666666666666666,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,I18N,0.03151969981238274,DM_CONVERT_CASE,20,3,1,7.183170856849666E-4,2.052334530528476E-4,5.13083632632119E-5,-1.0,0.07142857142857142,0.03316326530612245,0.09090909090909091,9.026974593019176E-5,-0.8571428571428571,0.001125703564727955,0.005628517823639775,9.026974593019176E-5,-1.0,-1.0,5,2894,567,4626,230,0.7392638036809815,24,424,-194,678,0.06222714969257415,6,248,0,254,241,-242,0,0.3721134052137048,241,1591,0,989,121,-241,2701,602,0.09136108335685444,342,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2073,13775,15,1746,open
4626,org/apache/cassandra/cache,org/apache/cassandra/cache/CachingOptions.java,567,true,16,12,765,5,12,136,7,48,0.2569444444444444,227,21,0.09251101321585903,0.1875,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,I18N,0.03151969981238274,DM_CONVERT_CASE,20,3,1,7.183170856849666E-4,2.052334530528476E-4,5.13083632632119E-5,-1.0,0.07142857142857142,0.03316326530612245,0.09090909090909091,9.026974593019176E-5,-0.8571428571428571,0.001125703564727955,0.005628517823639775,9.026974593019176E-5,-1.0,-1.0,5,2894,567,4626,230,0.7392638036809815,24,424,-194,678,0.06222714969257415,6,248,0,254,241,-242,0,0.3721134052137048,241,1591,0,989,121,-241,2701,602,0.09136108335685444,342,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2073,13775,15,1746,open
