F83,F71-ryan@apache.org,F71-chrism@apache.org,F71-anshum@apache.org,F71-shalin@apache.org,F71-rmuir@apache.org,F71-sarowe@apache.org,F71-simonw@apache.org,F71-hossman@apache.org,F71-jpountz@apache.org,F71-buschmi@apache.org,F71-markrmiller@apache.org,F71-noble@apache.org,F71-yonik@apache.org,F71-mikemccand@apache.org,F71-shaie@apache.org,F71-rjernst@apache.org,F71-romseygeek@apache.org,F71-erick@apache.org,F71-dweiss@apache.org,F71-uschindler@apache.org,F74,F85,F73,F84,F146,F147,
145,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,4036,1,25862,145,4036,3892,
145,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,4036,1,25862,145,4036,3892,
145,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4036,1,25862,145,4036,3892,
145,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4036,1,25862,145,4036,3892,
145,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4036,1,25862,145,4036,3892,
145,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,4036,1,25862,145,4036,3892,
145,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,4036,1,25862,145,4036,3892,
145,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,4036,1,25862,145,4036,3892,
145,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,4036,1,25862,145,4036,3892,
145,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,4036,1,25862,145,4036,3892,
145,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,4036,1,25862,145,4036,3892,
145,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,4036,1,25862,145,4036,3892,
145,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,4036,1,25862,145,4036,3892,
145,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,4036,1,25862,145,4036,3892,
6511,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10402,1,25862,145,4036,3892,
145,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4036,1,25862,145,4036,3892,
145,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4036,1,25862,145,4036,3892,
145,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4036,1,25862,145,4036,3892,
145,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4036,1,25862,145,4036,3892,
145,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4036,1,25862,145,4036,3892,
145,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4036,1,25862,145,4036,3892,
145,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4036,1,25862,145,4036,3892,
145,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4036,1,25862,145,4036,3892,
145,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4036,1,25862,145,4036,3892,
145,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4036,1,25862,145,4036,3892,
145,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4036,1,25862,145,4036,3892,
145,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4036,1,25862,145,4036,3892,
145,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4036,1,25862,145,4036,3892,
145,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4036,1,25862,145,4036,3892,
145,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4036,1,25862,145,4036,3892,
145,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4036,1,25862,145,4036,3892,
145,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4036,1,25862,145,4036,3892,
145,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,0,1,0,1,4036,1,25862,145,4036,3892,
145,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,0,1,0,1,4036,1,25862,145,4036,3892,
145,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,0,1,0,1,4036,1,25862,145,4036,3892,
145,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,0,1,0,1,4036,1,25862,145,4036,3892,
145,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,0,1,0,1,4036,1,25862,145,4036,3892,
145,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,0,1,0,1,4036,1,25862,145,4036,3892,
145,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,4036,1,25862,145,4036,3892,
379,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4270,1,25862,72,3963,3892,
379,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4270,1,25862,72,3963,3892,
379,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4270,1,25862,72,3963,3892,
379,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4270,1,25862,72,3963,3892,
1782,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,5673,1,25862,72,3963,3892,
1417,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,5308,1,25862,72,3963,3892,
72,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,1,3963,1,25862,72,3963,3892,
72,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,1,3963,1,25862,72,3963,3892,
72,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,1,3963,1,25862,72,3963,3892,
72,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,3963,1,25862,72,3963,3892,
72,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,3963,1,25862,72,3963,3892,
72,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,3963,1,25862,72,3963,3892,
72,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,3963,1,25862,72,3963,3892,
72,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,3963,1,25862,72,3963,3892,
72,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,3963,1,25862,72,3963,3892,
72,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,3963,1,25862,72,3963,3892,
72,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,3963,1,25862,72,3963,3892,
72,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,3963,1,25862,72,3963,3892,
72,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,3963,1,25862,72,3963,3892,
2851,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,6742,1,25862,72,3963,3892,
2851,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,6742,1,25862,72,3963,3892,
130,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4021,1,25862,130,4021,3892,
130,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4021,1,25862,130,4021,3892,
130,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4021,1,25862,130,4021,3892,
130,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4021,1,25862,130,4021,3892,
130,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4021,1,25862,130,4021,3892,
130,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4021,1,25862,130,4021,3892,
130,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4021,1,25862,130,4021,3892,
130,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4021,1,25862,130,4021,3892,
1527,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5418,1,2079,156,4047,3892,
1527,1,0,0,1,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,5418,1,2079,156,4047,3892,
788,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,4679,1,25862,156,4047,3892,
788,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4679,1,25862,156,4047,3892,
788,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,4679,1,25862,156,4047,3892,
2159,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,6050,1,25862,156,4047,3892,
2159,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,6050,1,25862,156,4047,3892,
2159,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,6050,1,25862,156,4047,3892,
2159,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,6050,1,25862,156,4047,3892,
2159,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,6050,1,25862,156,4047,3892,
2159,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,6050,1,25862,156,4047,3892,
1794,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,5685,1,25862,156,4047,3892,
7164,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,11055,1,18247,156,4047,3892,
7164,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,11055,1,18247,156,4047,3892,
788,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,4679,1,25862,156,4047,3892,
6351,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,10242,1,25862,156,4047,3892,
654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4545,1,25862,156,4047,3892,
654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4545,1,25862,156,4047,3892,
1118,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5009,1,25862,156,4047,3892,
1118,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5009,1,25862,156,4047,3892,
1118,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5009,1,25862,156,4047,3892,
1118,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5009,1,25862,156,4047,3892,
1118,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5009,1,25862,156,4047,3892,
1118,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5009,1,25862,156,4047,3892,
1118,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5009,1,25862,156,4047,3892,
1118,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5009,1,25862,156,4047,3892,
1118,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5009,1,25862,156,4047,3892,
1118,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5009,1,25862,156,4047,3892,
1118,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5009,1,25862,156,4047,3892,
1118,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5009,1,25862,156,4047,3892,
1118,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5009,1,25862,156,4047,3892,
1118,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5009,1,25862,156,4047,3892,
1118,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5009,1,25862,156,4047,3892,
1118,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5009,1,25862,156,4047,3892,
1118,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5009,1,25862,156,4047,3892,
1118,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5009,1,25862,156,4047,3892,
1118,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5009,1,25862,156,4047,3892,
1118,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5009,1,25862,156,4047,3892,
1118,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5009,1,25862,156,4047,3892,
1118,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5009,1,25862,156,4047,3892,
1118,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5009,1,25862,156,4047,3892,
1118,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5009,1,25862,156,4047,3892,
1118,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5009,1,25862,156,4047,3892,
1118,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5009,1,25862,156,4047,3892,
1118,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5009,1,25862,156,4047,3892,
1118,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5009,1,25862,156,4047,3892,
1118,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5009,1,25862,156,4047,3892,
1118,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5009,1,25862,156,4047,3892,
1118,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5009,1,25862,156,4047,3892,
1118,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5009,1,25862,156,4047,3892,
1118,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5009,1,25862,156,4047,3892,
1118,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5009,1,25862,156,4047,3892,
1118,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5009,1,25862,156,4047,3892,
1118,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5009,1,25862,156,4047,3892,
1118,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5009,1,25862,156,4047,3892,
1118,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5009,1,25862,156,4047,3892,
1118,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5009,1,25862,156,4047,3892,
1118,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5009,1,25862,156,4047,3892,
156,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,4047,1,2079,156,4047,3892,
539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4430,1,15273,156,4047,3892,
539,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,4430,1,15273,156,4047,3892,
2159,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,6050,1,15273,156,4047,3892,
2159,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,6050,1,15273,156,4047,3892,
6351,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,10242,1,25862,112,4003,3892,
9728,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13619,1,25862,112,4003,3892,
413,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4304,1,25862,112,4003,3892,
8311,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,12202,1,25862,112,4003,3892,
2159,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6050,1,15273,112,4003,3892,
112,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,4003,1,25862,112,4003,3892,
112,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4003,1,25862,112,4003,3892,
379,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4270,1,1924,379,4270,3892,
379,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,4270,1,1924,379,4270,3892,
379,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,4270,1,1924,379,4270,3892,
1578,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5469,1,25862,379,4270,3892,
1578,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5469,1,25862,379,4270,3892,
1578,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5469,1,25862,379,4270,3892,
1578,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5469,1,25862,379,4270,3892,
1578,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5469,1,25862,379,4270,3892,
1578,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5469,1,25862,379,4270,3892,
1578,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5469,1,25862,379,4270,3892,
780,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4671,1,25862,379,4270,3892,
780,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4671,1,25862,379,4270,3892,
780,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4671,1,25862,379,4270,3892,
379,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4270,1,25862,379,4270,3892,
379,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4270,1,25862,379,4270,3892,
1354,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5245,1,25862,379,4270,3892,
1354,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5245,1,25862,379,4270,3892,
379,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4270,1,25862,379,4270,3892,
379,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4270,1,25862,379,4270,3892,
379,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4270,1,25862,379,4270,3892,
379,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4270,1,25862,379,4270,3892,
1354,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5245,1,25862,379,4270,3892,
1354,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5245,1,25862,379,4270,3892,
379,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4270,1,25862,379,4270,3892,
379,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4270,1,25862,379,4270,3892,
379,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4270,1,25862,379,4270,3892,
1374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5265,1,25862,379,4270,3892,
1374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5265,1,25862,379,4270,3892,
2833,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6724,1,25862,380,4271,3892,
1813,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5704,1,25862,380,4271,3892,
2240,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6131,1,25862,380,4271,3892,
2851,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,6742,1,25862,57,3948,3892,
2851,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,6742,1,25862,57,3948,3892,
256,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4147,1,25862,57,3948,3892,
1251,1,1,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,1,5142,1,25862,57,3948,3892,
1251,1,1,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,1,5142,1,25862,57,3948,3892,
967,1,0,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,1,4858,1,25862,1,3892,3892,
1251,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,5142,1,25862,57,3948,3892,
1251,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,5142,1,25862,57,3948,3892,
1251,1,1,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,1,5142,1,25862,57,3948,3892,
304,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,4195,1,25862,57,3948,3892,
304,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,4195,1,25862,57,3948,3892,
304,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,4195,1,25862,57,3948,3892,
304,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,4195,1,25862,57,3948,3892,
304,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,4195,1,25862,57,3948,3892,
304,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,4195,1,25862,57,3948,3892,
304,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,4195,1,25862,57,3948,3892,
344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4235,1,25862,57,3948,3892,
57,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,3948,1,25862,57,3948,3892,
57,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,1,1,0,0,0,3948,1,25862,57,3948,3892,
57,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,1,1,0,0,0,3948,1,25862,57,3948,3892,
57,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,1,1,0,0,0,3948,1,25862,57,3948,3892,
57,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,1,1,0,0,0,3948,1,25862,57,3948,3892,
967,1,0,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,1,4858,1,25862,1,3892,3892,
1192,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,5083,1,25862,57,3948,3892,
304,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,4195,1,25862,57,3948,3892,
127,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1,4018,1,25862,57,3948,3892,
127,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1,4018,1,25862,57,3948,3892,
127,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,4018,1,25862,57,3948,3892,
127,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,4018,1,25862,57,3948,3892,
127,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,4018,1,25862,57,3948,3892,
127,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,4018,1,25862,57,3948,3892,
127,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1,4018,1,25862,57,3948,3892,
2474,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6365,1,25862,57,3948,3892,
1417,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,5308,1,25862,384,4275,3892,
87,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3978,1,25862,57,3948,3892,
87,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3978,1,25862,57,3948,3892,
87,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3978,1,25862,57,3948,3892,
87,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3978,1,25862,57,3948,3892,
87,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3978,1,25862,57,3948,3892,
87,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3978,1,25862,57,3948,3892,
87,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,3978,1,25862,57,3948,3892,
87,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,3978,1,25862,57,3948,3892,
87,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,3978,1,25862,57,3948,3892,
87,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,3978,1,25862,57,3948,3892,
87,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,3978,1,25862,57,3948,3892,
87,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,3978,1,25862,57,3948,3892,
127,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4018,1,25862,57,3948,3892,
127,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4018,1,25862,57,3948,3892,
127,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4018,1,25862,57,3948,3892,
2669,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,6560,1,25862,57,3948,3892,
2669,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,6560,1,25862,57,3948,3892,
1417,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,5308,1,25862,384,4275,3892,
57,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,3948,1,25862,57,3948,3892,
967,1,0,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,1,4858,1,25862,1,3892,3892,
379,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,1,4270,1,25862,57,3948,3892,
120,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4011,1,2349,57,3948,3892,
120,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4011,1,2349,57,3948,3892,
120,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4011,1,2349,57,3948,3892,
300,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,1,4191,1,2296,57,3948,3892,
300,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,1,4191,1,2296,57,3948,3892,
300,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,1,4191,1,2296,57,3948,3892,
300,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,1,4191,1,2296,57,3948,3892,
